time,number,latitude,longitude,cape,sp,tcw,sshf,slhf,msl,u10,v10,t2m,d2m,ssr,str,ttr,sund,skt,cin,sm,st,sd,sf,tcc,tp,mx2t6,mn2t6
2023-02-05 00:00:00,1,50.75,4.25,3.7706223,102937.5,10.08843,-1.75,-23.0,103893.94,2.620487,-0.3797258,279.65707,278.9901,0.0,2.0,0.0,-0.0078125,279.11603,-17.83659,365.23242,280.39825,-2.3841858e-07,2.3841858e-07,100.00101,0.0,,
2023-02-05 00:00:00,2,50.75,4.25,28.899311,102951.03,11.670679,-1.75,-23.0,103908.234,2.8290539,0.007933617,279.4008,278.80444,0.0,2.0,0.0,-0.0078125,278.94263,,362.44443,280.1383,-2.3841858e-07,2.3841858e-07,99.99948,0.0,,
2023-02-05 00:00:00,3,50.75,4.25,12.916306,102941.59,10.684703,-1.75,-23.0,103898.125,2.7538238,-0.91138077,279.7347,279.2418,0.0,2.0,0.0,-0.0078125,279.34476,,372.2578,280.344,-2.3841858e-07,2.3841858e-07,99.93234,0.0,,
2023-02-05 00:00:00,4,50.75,4.25,7.92041,102994.21,10.562511,-1.75,-23.0,103950.375,2.8617628,-0.9245446,279.62897,279.04715,0.0,2.0,0.0,-0.0078125,279.013,,363.69788,280.32632,-2.3841858e-07,2.3841858e-07,99.99948,0.0,,
2023-02-05 00:00:00,5,50.75,4.25,19.444675,102960.85,11.630677,-1.75,-23.0,103917.42,2.8596463,-0.6771195,279.74875,278.9776,0.0,2.0,0.0,-0.0078125,279.2971,,367.84113,280.2129,-2.3841858e-07,2.3841858e-07,99.99948,0.0,,
2023-02-05 00:00:00,6,50.75,4.25,4.344639,102962.76,10.199997,-1.75,-23.0,103920.164,2.7794135,-0.8866651,279.2362,278.4746,0.0,2.0,0.0,-0.0078125,278.67838,,365.99817,280.23407,-2.3841858e-07,2.3841858e-07,99.987274,0.0,,
2023-02-05 00:00:00,7,50.75,4.25,17.169662,102939.79,11.144096,-1.75,-23.0,103895.43,2.8831196,-0.61559904,279.99576,279.2418,0.0,2.0,0.0,-0.0078125,279.5319,,366.2671,280.52286,-2.3841858e-07,2.3841858e-07,99.99948,0.0,,
2023-02-05 00:00:00,8,50.75,4.25,20.82267,102948.94,11.033466,-1.75,-23.0,103905.3,2.802887,-1.3938732,279.97986,279.42038,0.0,2.0,0.0,-0.0078125,279.6592,,366.03006,280.40497,-2.3841858e-07,2.3841858e-07,99.99948,0.0,,
2023-02-05 00:00:00,9,50.75,4.25,12.482719,102961.805,10.519384,-1.75,-23.0,103918.99,2.8413677,-0.6330612,279.75327,278.77008,0.0,2.0,0.0,-0.0078125,279.35275,,365.42233,280.29575,-2.3841858e-07,2.3841858e-07,99.99948,0.0,,
2023-02-05 00:00:00,10,50.75,4.25,19.906345,102927.97,10.259062,-1.75,-23.0,103883.664,2.3551607,-0.9369024,279.6112,278.77826,0.0,2.0,0.0,-0.0078125,279.0511,-10.255859,364.3208,280.21854,-2.3841858e-07,2.3841858e-07,99.99948,0.0,,
2023-02-05 00:00:00,11,50.75,4.25,25.548233,102970.195,10.85596,-1.75,-23.0,103926.61,2.4480922,-1.2880256,279.9955,279.21832,0.0,2.0,0.0,-0.0078125,279.56708,-15.382923,364.56085,280.49747,-2.3841858e-07,2.3841858e-07,99.99948,0.0,,
2023-02-05 00:00:00,12,50.75,4.25,25.393757,102942.266,10.804396,-1.75,-23.0,103899.21,2.663778,-0.41250098,279.67773,279.1652,0.0,2.0,0.0,-0.0078125,279.35403,-11.319847,364.17648,280.37466,-2.3841858e-07,2.3841858e-07,99.99948,0.0,,
2023-02-05 00:00:00,13,50.75,4.25,15.233448,102922.625,10.922837,-1.75,-23.0,103879.31,2.4251962,-0.5481683,279.72278,278.92914,0.0,2.0,0.0,-0.0078125,279.38666,,363.87262,280.57687,-2.3841858e-07,2.3841858e-07,99.99948,0.0,,
2023-02-05 00:00:00,14,50.75,4.25,24.258007,102967.336,11.001278,-1.75,-23.0,103923.83,2.9950995,-1.1453735,279.92844,279.2504,0.0,2.0,0.0,-0.0078125,279.52902,,366.99332,280.53513,-2.3841858e-07,2.3841858e-07,99.99948,0.0,,
2023-02-05 00:00:00,15,50.75,4.25,27.893461,102980.96,11.310665,-1.75,-23.0,103938.125,2.2160518,-0.6540158,280.02386,279.68576,0.0,2.0,0.0,-0.0078125,279.9545,-4.3670588,366.75934,280.60706,-2.3841858e-07,2.3841858e-07,99.99338,0.0,,
2023-02-05 00:00:00,16,50.75,4.25,25.827343,102976.58,10.918463,-1.75,-23.0,103933.734,2.7311199,-0.2991314,279.6613,278.88458,0.0,2.0,0.0,-0.0078125,279.15408,,366.103,280.5392,-2.3841858e-07,2.3841858e-07,100.00101,0.0,,
2023-02-05 00:00:00,17,50.75,4.25,26.327635,102959.7,11.128158,-1.75,-23.0,103917.91,2.685135,-0.32921994,279.3756,278.40152,0.0,2.0,0.0,-0.0078125,279.10547,,367.60562,280.14758,-2.3841858e-07,2.3841858e-07,99.99948,0.0,,
