time,number,latitude,longitude,cape,sp,tcw,sshf,slhf,msl,u10,v10,t2m,d2m,ssr,str,ttr,sund,skt,cin,sm,st,sd,sf,tcc,tp,mx2t6,mn2t6
2023-02-20 00:00:00,1,50.75,4.25,0.43133545,101915.016,13.84775,-120.0,-45.0,102868.28,3.127857,3.131368,277.9288,277.481,0.0,0.0,0.0,-0.0078125,276.97916,,345.71246,280.0848,0.0,0.0,98.51011,0.0,,
2023-02-20 00:00:00,2,50.75,4.25,0.1179924,101871.6,14.135631,-120.0,-45.0,102823.27,3.1687472,2.9775653,277.9495,277.3801,0.0,0.0,0.0,-0.0078125,276.85883,,346.45844,280.16882,0.0,0.0,83.99057,0.0,,
2023-02-20 00:00:00,3,50.75,4.25,-3.8146973e-06,101873.85,14.002478,-120.0,-45.0,102825.37,3.5064197,3.3499162,278.12256,277.4067,0.0,0.0,0.0,-0.0078125,277.01813,,349.46964,280.26056,0.0,0.0,82.6111,0.0,,
2023-02-20 00:00:00,4,50.75,4.25,-3.8146973e-06,101874.1,13.11387,-120.0,-45.0,102825.73,3.062697,3.3762748,277.72617,276.85678,0.0,0.0,0.0,-0.0078125,276.54193,,343.45563,280.1438,0.0,0.0,88.65239,0.0,,
2023-02-20 00:00:00,5,50.75,4.25,0.50606537,101898.3,14.270016,-120.0,-45.0,102849.195,3.4140873,3.0156958,278.66058,278.18198,0.0,0.0,0.0,-0.0078125,277.77603,,348.7844,280.27817,0.0,0.0,99.08693,0.0,,
2023-02-20 00:00:00,6,50.75,4.25,-3.8146973e-06,101925.62,13.922647,-120.0,-45.0,102877.42,2.9052043,3.2112124,277.9331,277.05515,0.0,0.0,0.0,-0.0078125,276.814,,352.75742,280.12753,0.0,0.0,66.6953,0.0,,
2023-02-20 00:00:00,7,50.75,4.25,-3.8146973e-06,101871.73,13.799975,-120.0,-45.0,102824.0,3.458143,3.309738,278.0801,277.43582,0.0,0.0,0.0,-0.0078125,277.09467,,347.23795,280.30743,0.0,0.0,80.195496,0.0,,
2023-02-20 00:00:00,8,50.75,4.25,-3.8146973e-06,101891.06,14.140562,-120.0,-45.0,102840.555,2.9669352,3.4425561,278.0441,276.96292,0.0,0.0,0.0,-0.0078125,276.72778,,343.90405,280.1512,0.0,0.0,83.607544,0.0,,
2023-02-20 00:00:00,9,50.75,4.25,-3.8146973e-06,101909.28,13.56141,-120.0,-45.0,102861.8,2.9439838,3.315624,277.80624,277.30334,0.0,0.0,0.0,-0.0078125,276.77606,,344.37973,280.20673,0.0,0.0,68.70804,0.0,,
2023-02-20 00:00:00,10,50.75,4.25,-3.8146973e-06,101898.18,14.041314,-120.0,-45.0,102849.92,2.9759045,3.1666834,277.87424,277.22906,0.0,0.0,0.0,-0.0078125,276.7471,,344.24564,280.20413,0.0,0.0,97.35037,0.0,,
2023-02-20 00:00:00,11,50.75,4.25,-3.8146973e-06,101893.19,14.504574,-120.0,-45.0,102844.734,3.2310054,3.20635,278.12552,277.40488,0.0,0.0,0.0,-0.0078125,277.02054,,344.65424,280.10095,0.0,0.0,57.98204,0.0,,
2023-02-20 00:00:00,12,50.75,4.25,-3.8146973e-06,101898.42,14.047787,-120.0,-45.0,102849.99,3.6177459,2.9084692,278.2005,277.48254,0.0,0.0,0.0,-0.0078125,277.08707,,346.4333,280.25552,0.0,0.0,91.32435,0.0,,
2023-02-20 00:00:00,13,50.75,4.25,-3.8146973e-06,101888.945,14.764406,-120.0,-45.0,102840.7,3.062697,3.228358,277.96158,277.3894,0.0,0.0,0.0,-0.0078125,276.88916,,346.12946,280.0921,0.0,0.0,73.37749,0.0,,
2023-02-20 00:00:00,14,50.75,4.25,-3.8146973e-06,101892.69,14.032067,-120.0,-45.0,102844.516,3.288779,3.2969425,277.93094,277.17523,0.0,0.0,0.0,-0.0078125,276.8364,,347.73248,280.15164,0.0,0.0,41.81293,0.0,,
2023-02-20 00:00:00,15,50.75,4.25,-3.8146973e-06,101881.21,13.498841,-120.0,-45.0,102832.56,3.2666194,3.047941,277.9175,277.20526,0.0,0.0,0.0,-0.0078125,276.76813,,352.09735,280.08447,0.0,0.0,39.089085,0.0,,
2023-02-20 00:00:00,16,50.75,4.25,-3.8146973e-06,101888.445,13.666206,-120.0,-45.0,102839.91,3.0062423,3.2938716,277.92102,277.25104,0.0,0.0,0.0,-0.0078125,276.7833,,352.87057,280.18082,0.0,0.0,40.676086,0.0,,
2023-02-20 00:00:00,17,50.75,4.25,-3.8146973e-06,101924.625,14.472518,-120.0,-45.0,102876.2,3.1547654,3.116525,277.93497,277.21826,0.0,0.0,0.0,-0.0078125,276.81088,,354.9262,280.2396,0.0,0.0,86.84564,0.0,,
2023-02-20 00:00:00,18,50.75,4.25,-3.8146973e-06,101931.86,14.418579,-120.0,-45.0,102882.97,3.0057147,3.2191455,278.2408,277.61377,0.0,0.0,0.0,-0.0078125,277.16812,,344.6668,280.5643,0.0,0.0,58.690086,0.0,,
2023-02-20 00:00:00,19,50.75,4.25,0.020973206,101878.47,14.752077,-120.0,-45.0,102830.336,3.196183,3.0435903,277.96857,277.4519,0.0,0.0,0.0,-0.0078125,276.89328,,347.53342,280.23746,0.0,0.0,78.252945,0.0,,
2023-02-20 00:00:00,20,50.75,4.25,-3.8146973e-06,101861.875,14.16337,-120.0,-45.0,102812.766,2.881198,3.4842694,277.97824,277.35938,0.0,0.0,0.0,-0.0078125,276.885,,346.25098,280.2277,0.0,0.0,54.60203,0.0,,
2023-02-20 00:00:00,21,50.75,4.25,-3.8146973e-06,101847.78,14.477449,-120.0,-45.0,102798.22,3.5847702,3.4320638,278.1602,277.4844,0.0,0.0,0.0,-0.0078125,277.07156,,343.95645,280.14313,0.0,0.0,91.67227,0.0,,
2023-02-20 00:00:00,22,50.75,4.25,-3.8146973e-06,101900.55,13.980286,-120.0,-45.0,102852.586,2.8078597,3.35094,277.8154,277.16595,0.0,0.0,0.0,-0.0078125,276.73364,,345.38974,280.24475,0.0,0.0,83.11314,0.0,,
2023-02-20 00:00:00,23,50.75,4.25,-3.8146973e-06,101837.92,14.3011465,-120.0,-45.0,102788.64,3.312258,3.376531,277.8839,277.20462,0.0,0.0,0.0,-0.0078125,276.78708,,347.13528,280.1061,0.0,0.0,40.05044,0.0,,
2023-02-20 00:00:00,24,50.75,4.25,-3.8146973e-06,101872.73,13.874565,-120.0,-45.0,102824.64,2.8585105,3.3314903,277.70468,277.02948,0.0,0.0,0.0,-0.0078125,276.57745,,343.17905,280.11813,0.0,0.0,73.757454,0.0,,
2023-02-20 00:00:00,25,50.75,4.25,-3.8146973e-06,101842.54,14.215152,-120.0,-45.0,102793.1,3.5380764,3.4471624,278.1188,277.36124,0.0,0.0,0.0,-0.0078125,276.99744,,348.7802,280.12778,0.0,0.0,41.558094,0.0,,
2023-02-20 00:00:00,26,50.75,4.25,-3.8146973e-06,101873.85,13.795044,-120.0,-45.0,102824.79,3.260552,3.1897156,278.22577,277.5237,0.0,0.0,0.0,-0.0078125,277.09225,,350.6871,280.1198,0.0,0.0,53.259182,0.0,,
2023-02-20 00:00:00,27,50.75,4.25,-3.8146973e-06,101896.18,14.183713,-120.0,-45.0,102846.75,3.2666194,3.159774,278.11423,277.43365,0.0,0.0,0.0,-0.0078125,276.96503,,345.7397,280.1762,0.0,0.0,94.15349,0.0,,
2023-02-20 00:00:00,28,50.75,4.25,0.13896942,101866.49,14.438922,-120.0,-45.0,102817.875,3.0207517,3.3726923,277.95837,277.4392,0.0,0.0,0.0,-0.0078125,276.9033,,346.48148,280.24353,0.0,0.0,95.638245,0.0,,
2023-02-20 00:00:00,29,50.75,4.25,-3.8146973e-06,101866.99,14.519368,-120.0,-45.0,102817.375,3.0286658,3.3233016,277.9793,277.07187,0.0,0.0,0.0,-0.0078125,276.75778,,349.3502,280.07022,0.0,0.0,39.160805,0.0,,
2023-02-20 00:00:00,30,50.75,4.25,-3.8146973e-06,101889.82,13.769153,-120.0,-45.0,102839.625,3.074832,3.4167092,277.69904,276.15952,0.0,0.0,0.0,-0.0078125,276.3678,,341.59695,280.23196,0.0,0.0,62.34935,0.0,,
