time,number,latitude,longitude,cape,sp,tcw,sshf,slhf,msl,u10,v10,t2m,d2m,ssr,str,ttr,sund,skt,cin,sm,st,sd,sf,tcc,tp,mx2t6,mn2t6
2023-05-18 00:00:00,1,50.75,4.25,0.0,101840.43,10.460159,173.0,0.0,102781.85,-1.227692,-2.1046371,279.85645,276.33914,0.0,0.0,0.0,0.0,277.8111,,360.5437,284.1635,0.0,0.0,99.99945,0.0,,
2023-05-18 00:00:00,2,50.75,4.25,0.0,101868.99,10.751494,173.0,0.0,102809.15,-1.3585293,-1.3567944,278.9639,275.16913,0.0,0.0,0.0,0.0,276.8748,,358.39856,283.9299,0.0,0.0,100.00098,0.0,,
2023-05-18 00:00:00,3,50.75,4.25,0.0,101855.68,11.075564,173.0,0.0,102799.26,-1.032925,-2.448386,279.29007,275.54263,0.0,0.0,0.0,0.0,277.22546,,368.79623,283.94846,0.0,0.0,98.87024,0.0,,
2023-05-18 00:00:00,4,50.75,4.25,0.0,101879.59,10.356344,173.0,0.0,102822.6,-1.0293512,-2.3547204,279.44537,275.32013,0.0,0.0,0.0,0.0,277.3438,,362.1957,283.9838,0.0,0.0,99.27309,0.0,,
2023-05-18 00:00:00,5,50.75,4.25,0.0,101874.336,10.591096,173.0,0.0,102816.83,-1.0718387,-2.3476863,279.5726,274.77844,0.0,0.0,0.0,0.0,277.44437,,363.0192,284.07852,0.0,0.0,100.00098,0.0,,
2023-05-18 00:00:00,6,50.75,4.25,0.0,101885.9,10.90254,173.0,0.0,102829.36,-1.2261038,-1.9874629,279.21802,274.69293,0.0,0.0,0.0,0.0,277.06076,,356.7741,284.0386,0.0,0.0,100.00098,0.0,,
2023-05-18 00:00:00,7,50.75,4.25,0.0,101891.07,10.89272,173.0,0.0,102834.93,-1.1252458,-2.5139146,279.44305,275.5192,0.0,0.0,0.0,0.0,277.35464,,364.70377,284.0386,0.0,0.0,99.99945,0.0,,
2023-05-18 00:00:00,8,50.75,4.25,0.0,101879.07,10.785164,173.0,0.0,102822.01,-1.0770007,-2.1166694,279.48303,275.47113,0.0,0.0,0.0,0.0,277.3984,,367.19427,284.0421,0.0,0.0,99.99945,0.0,,
2023-05-18 00:00:00,9,50.75,4.25,0.0,101791.81,10.556024,173.0,0.0,102731.77,-1.2392073,-2.035221,279.8201,276.21356,0.0,0.0,0.0,0.0,277.6455,,356.32355,284.18118,0.0,0.0,99.901794,0.0,,
2023-05-18 00:00:00,10,50.75,4.25,0.0,101866.805,11.415534,173.0,0.0,102809.086,-0.7303512,-2.2112603,279.48666,276.41577,0.0,0.0,0.0,0.0,277.4448,,357.06696,284.0432,0.0,0.0,100.00098,0.0,,
2023-05-18 00:00:00,11,50.75,4.25,0.0,101839.65,10.879159,173.0,0.0,102780.766,-1.409951,-2.2268097,279.7613,275.55093,0.0,0.0,0.0,0.0,277.5393,,363.95035,284.11276,0.0,0.0,99.99945,0.0,,
